Rowid,AS_LOCATIONS2011,X,Y,SST_4KM_A2011175,SST_4KM_A2011176,SST_4KM_A2011177,SST_4KM_A2011178,SST_4KM_A2011179,SST_4KM_A2011180,SST_4KM_A2011181,SST_4KM_A2011182
1527,7995464,-92.51646473,28.50526799,0,43251,0,43325,42024,43675,44111,44525
1528,7995464,-93.30101667,28.50395,0,42998,42290,43453,41959,44327,44154,42454
1529,7995464,-91.16414985,28.50384302,0,43248,43299,43656,42361,44046,0,46726
1530,7995464,-91.19439338,28.50360803,0,43248,43299,43656,42361,44046,0,46726
1531,7995464,-90.20107137,28.50356511,0,42393,43894,44106,42956,0,48781,47460
1532,7995464,-92.90225029,28.5029216,0,42905,0,43056,42078,44256,44195,44417
1533,7995464,-92.98771667,28.50283333,0,42952,41857,42784,42095,43950,44109,0
1534,7995464,-93.41751667,28.50153333,0,43256,41843,43421,42155,44212,44100,43573
1535,7995464,-92.97679809,28.49992896,0,42974,41935,43013,41635,43976,44064,43887
1536,7995464,-90.76058064,28.49936266,0,0,43066,43303,43226,0,46209,47772
1537,7995464,-91.11406275,28.49880261,0,43135,42331,44019,43738,43952,0,46677
1538,7995464,-91.5854,28.4981,0,43126,42467,42834,41876,42862,44845,46787
1539,7995464,-92.90883333,28.49731949,0,43091,41699,43028,41830,43870,44105,43535
1540,7995464,-93.32451667,28.49723333,0,42906,42100,43383,41956,44398,43950,42357
1541,7995464,-92.52079369,28.49665082,0,43121,0,43171,42074,43854,44173,44279
1542,7995464,-92.88686165,28.49649799,0,43091,41699,43028,41830,43870,44105,43535
1543,7995464,-92.94071667,28.49626667,0,43051,41620,43124,41937,43823,44110,43838
1544,7995464,-91.23988695,28.49580585,0,43215,43331,43630,42674,43911,0,44906
1545,7995464,-92.92373205,28.49262768,0,43051,41620,43124,41937,43823,44110,43838
1546,7995464,-93.49356667,28.49191667,0,43149,41851,43117,42301,44182,43955,42400
1547,7995464,-91.5919,28.49175,0,43126,42467,42834,41876,42862,44845,46787
1548,7995464,-92.52363425,28.49161773,0,43121,0,43171,42074,43854,44173,44279
1549,7995464,-94.09839248,28.49117819,0,43188,42460,42994,41576,43714,43669,41360
1550,7995464,-92.14107778,28.49051111,0,43242,0,42954,42151,44129,44623,45435
1551,7995464,-92.14107778,28.49051111,0,43242,0,42954,42151,44129,44623,45435
1552,7995464,-93.40964187,28.49034354,0,43180,41785,43494,42282,44226,44074,43445
1553,7995464,-92.45475696,28.48866646,0,43098,0,43130,41908,44146,44242,44368
1554,7995464,-93.3744932,28.48863667,0,43065,41946,43381,41978,44163,44115,43259
1555,7995464,-92.97082266,28.48852666,0,42974,41935,43013,41635,43976,44064,43887
1556,7995464,-91.16694216,28.48795039,0,43404,42972,43421,42670,44006,0,45184
1557,7995464,-91.15306659,28.48638994,0,43392,42798,43799,43706,44131,0,46283
1558,7995464,-90.87498066,28.48429894,0,42652,42967,43751,43285,0,46174,47760
1559,7995464,-92.72642968,28.48411891,0,43138,41731,42808,41864,43958,44120,43085
1560,7995464,-93.35423333,28.48305,0,43065,41946,43381,41978,44163,44115,43259
1561,7995464,-90.7667894,28.48239593,0,0,43066,43303,43226,0,46209,47772
1562,7995464,-91.35981667,28.4793,0,42953,43073,43692,42623,43516,45574,44891
1563,7995464,-91.2670731,28.47761598,0,43082,43026,43518,43143,42834,45999,44737
1564,7995464,-91.2508204,28.47711958,0,43082,43026,43518,43143,42834,45999,44737
1565,7995464,-93.42152245,28.47642025,0,43103,41888,43355,42094,44193,44041,43008
1566,7995464,-91.11688556,28.47588209,0,43135,42331,44019,43738,43952,0,46677
1567,7995464,-92.06984476,28.47565733,0,43171,0,42762,41907,43936,44488,45083
1568,7995464,-90.84801628,28.47455093,0,42652,42967,43751,43285,0,46174,47760
1569,7995464,-92.30688333,28.47418333,0,43280,0,43050,42317,44249,44281,44096
1570,7995464,-90.86996667,28.47361667,0,42652,42967,43751,43285,0,46174,47760
1571,7995464,-91.36423851,28.4726002,0,42953,43073,43692,42623,43516,45574,44891
1572,7995464,-92.46323058,28.47180214,0,43098,0,43130,41908,44146,44242,44368
1573,7995464,-91.22314898,28.47166696,0,43215,43331,43630,42674,43911,0,44906
1574,7995464,-90.46881667,28.47146667,0,0,43320,43961,42399,42516,46867,47471
1575,7995464,-91.18366079,28.47101355,0,43404,42972,43421,42670,44006,0,45184
1576,7995464,-93.35843333,28.47058333,0,43065,41946,43381,41978,44163,44115,43259
1577,7995464,-90.89247795,28.46942664,0,42878,42984,43773,43561,42769,0,46896
1578,7995464,-90.68086667,28.46831667,0,0,43047,43365,42975,43113,46199,47631
1579,7995464,-92.31142102,28.46757583,0,43280,0,43050,42317,44249,44281,44096
1580,7995464,-92.08747655,28.46685941,0,43242,0,42954,42151,44129,44623,45435
1581,7995464,-90.69865376,28.46617366,0,0,43047,43365,42975,43113,46199,47631
1582,7995464,-90.78127425,28.46513993,0,0,43066,43303,43226,0,46209,47772
1583,7995464,-91.19201633,28.46444699,0,43404,42972,43421,42670,44006,0,45184
1584,7995464,-91.11170131,28.46385,0,43135,42331,44019,43738,43952,0,46677
1585,7995464,-90.89928709,28.46221297,0,42878,42984,43773,43561,42769,0,46896
1586,7995464,-91.1990873,28.46049364,0,43404,42972,43421,42670,44006,0,45184
1587,7995464,-91.60518768,28.46029184,0,43126,42467,42834,41876,42862,44845,46787
1588,7995464,-90.88414098,28.46000541,0,42878,42984,43773,43561,42769,0,46896
1589,7995464,-90.87813386,28.45921068,0,42878,42984,43773,43561,42769,0,46896
1590,7995464,-90.41811623,28.45846579,0,42672,43650,43973,42300,42574,46877,47993
1591,7995464,-91.2288524,28.45802287,0,42866,42801,43629,43321,44244,0,46752
1592,7995464,-92.08136815,28.45718044,0,42713,0,43096,42039,43910,44391,45309
1593,7995464,-93.39417205,28.4555933,0,42999,41627,43274,41963,44139,43971,42981
1594,7995464,-90.66291958,28.45518543,0,0,43170,43680,41931,43245,46654,47936
1595,7995464,-90.88298815,28.45412451,0,42759,42752,43426,43509,43043,46221,46352
1596,7995464,-90.68839718,28.45271188,0,0,43128,43530,41991,43063,46335,47604
1597,7995464,-91.63050259,28.4513882,0,43387,42546,42863,0,0,44630,46071
1598,7995464,-93.41141765,28.44983904,0,42999,41627,43274,41963,44139,43971,42981
1599,7995464,-93.43733333,28.44945,0,42999,41627,43274,41963,44139,43971,42981
1600,7995464,-90.70715345,28.44920668,0,0,43128,43530,41991,43063,46335,47604
1601,7995464,-92.75610333,28.44919619,0,42946,41590,42938,41712,44213,43782,43453
1602,7995464,-90.7782112,28.44901218,0,0,43110,43210,42628,0,46386,47277
1603,7995464,-90.68068487,28.44844775,0,0,43128,43530,41991,43063,46335,47604
1604,7995464,-90.66861809,28.44778143,0,0,43128,43530,41991,43063,46335,47604
1605,7995464,-93.66148333,28.4468,0,43363,42184,42954,42181,44226,44094,42150
1606,7995464,-92.74158459,28.44601941,0,43127,41763,43111,41506,44123,43950,43193
1607,7995464,-92.73737594,28.44481694,0,43127,41763,43111,41506,44123,43950,43193
1608,7995464,-90.24905791,28.44443337,0,42371,43472,43673,41476,42776,47046,47334
1609,7995464,-90.84982198,28.4435791,0,42727,42937,43141,42890,0,45996,46617
1610,7995464,-90.29036667,28.44273333,0,42656,43524,43881,42534,43333,47098,47282
1611,7995464,-90.25096967,28.43974385,0,42656,43524,43881,42534,43333,47098,47282
1612,7995464,-90.68231667,28.43848333,0,0,43128,43530,41991,43063,46335,47604
1613,7995464,-92.13235467,28.43838612,0,42985,0,42741,41748,44175,44575,45112
1614,7995464,-90.67552706,28.43817914,0,0,43128,43530,41991,43063,46335,47604
1615,7995464,-92.09782996,28.43809976,0,42913,0,42886,41874,44084,44416,45117
1616,7995464,-90.28998333,28.43758333,0,42656,43524,43881,42534,43333,47098,47282
1617,7995464,-92.47559851,28.43757002,0,43022,0,42951,41793,44191,44138,43852
1618,7995464,-88.91431667,28.43708333,0,0,45279,45341,0,45003,0,0
1619,7995464,-91.24588277,28.43669995,0,42866,42801,43629,43321,44244,0,46752
1620,7995464,-91.85865,28.43496667,0,43155,0,42668,42160,43101,44640,44537
1621,7995464,-90.859867,28.43468371,0,42727,42937,43141,42890,0,45996,46617
1622,7995464,-93.41325,28.43466667,0,42999,41627,43274,41963,44139,43971,42981
1623,7995464,-90.66608333,28.43438333,0,0,43170,43680,41931,43245,46654,47936
1624,7995464,-91.25136928,28.43400442,0,42809,43015,43423,43323,43831,0,46563
1625,7995464,-92.46851382,28.43397811,0,43022,0,42951,41793,44191,44138,43852
1626,7995464,-90.82289516,28.43370615,0,42576,42840,43137,43120,0,46140,47258
1627,7995464,-93.42029971,28.4320356,0,42999,41627,43274,41963,44139,43971,42981
1628,7995464,-92.47315,28.43166667,0,43022,0,42951,41793,44191,44138,43852
1629,7995464,-92.1052,28.43138333,0,42913,0,42886,41874,44084,44416,45117
1630,7995464,-90.68427572,28.43081481,0,0,43128,43530,41991,43063,46335,47604
1631,7995464,-92.10191912,28.42925645,0,42913,0,42886,41874,44084,44416,45117
1632,7995464,-90.74988013,28.42862692,0,0,42961,43357,42466,42534,46506,47224
1633,7995464,-93.36696667,28.42701667,0,43065,41851,43331,41698,44213,43964,42435
1634,7995464,-91.4996469,28.42675263,0,42809,42599,43079,0,43971,45232,46313
1635,7995464,-92.07703889,28.42547222,0,42713,0,43096,42039,43910,44391,45309
1636,7995464,-92.1827696,28.424192,0,43114,0,42937,41885,44378,44481,44703
1637,7995464,-90.86014733,28.42351561,0,42727,42937,43141,42890,0,45996,46617
1638,7995464,-92.10668406,28.42269121,0,42913,0,42886,41874,44084,44416,45117
1639,7995464,-92.76140156,28.4225814,0,42946,41590,42938,41712,44213,43782,43453
1640,7995464,-91.27605,28.42115,0,42809,43015,43423,43323,43831,0,46563
1641,7995464,-92.33668333,28.4206,0,43329,42095,0,42060,44438,44196,43845
1642,7995464,-89.83822778,28.42044444,0,0,44158,43816,42332,42763,47518,44549
1643,7995464,-92.76621624,28.42023573,0,42946,41590,42938,41712,44213,43782,43453
1644,7995464,-90.64350866,28.41979278,0,0,43170,43680,41931,43245,46654,47936
1645,7995464,-90.6432714,28.41954608,0,0,43170,43680,41931,43245,46654,47936
1646,7995464,-92.5352,28.41943333,0,42980,0,43148,41752,44218,44071,42681
1647,7995464,-92.12776146,28.41940836,0,42985,0,42741,41748,44175,44575,45112
1648,7995464,-92.08326667,28.41878333,0,42713,0,43096,42039,43910,44391,45309
1649,7995464,-91.36536667,28.41816667,0,42502,43081,43502,43109,42537,0,46624
1650,7995464,-91.51336391,28.41774462,0,43071,42124,43102,0,43866,44966,45532
1651,7995464,-91.61453333,28.41768333,0,43135,42632,42665,0,42712,44725,46295
1652,7995464,-91.9037,28.41605,0,42978,0,43115,41967,43917,44553,43713
1653,7995464,-91.85128333,28.41451667,0,43086,0,42954,41923,43801,44534,43573
1654,7995464,-92.10310556,28.41450556,0,42672,0,42735,41754,43918,44161,45138
1655,7995464,-91.46604205,28.41351421,0,42888,42519,42887,41754,0,44447,45415
1656,7995464,-92.09900386,28.41335255,0,42672,0,42735,41754,43918,44161,45138
1657,7995464,-91.57766672,28.41333387,0,42810,42260,42639,0,42042,44419,45604
1658,7995464,-92.29823333,28.41278333,0,43123,0,43193,41726,44379,44296,0
1659,7995464,-91.61215032,28.41264891,0,42810,42260,42639,0,42042,44419,45604
1660,7995464,-92.35461667,28.41201667,0,43071,0,42601,0,44195,44378,0
1661,7995464,-92.38198477,28.41072976,0,43174,41384,0,0,44135,44213,0
1662,7995464,-92.02026667,28.41056667,0,42948,0,42594,41787,43922,44161,45118
1663,7995464,-92.25581667,28.41005,0,43123,0,43193,41726,44379,44296,0
1664,7995464,-92.71005732,28.40939289,0,42938,0,42532,41731,44166,43822,43643
1665,7995464,-91.37193333,28.40925,0,42588,42609,43527,42562,0,45023,46716
1666,7995464,-90.46902078,28.40877074,0,0,42752,43698,41749,42618,46992,47385
1667,7995464,-92.72828916,28.40695182,0,42938,0,42532,41731,44166,43822,43643
1668,7995464,-90.869,28.40685,0,42725,43011,43191,42824,43029,46407,46122
1669,7995464,-90.27268333,28.4063,0,0,43505,43767,41312,43664,47154,46982
1670,7995464,-91.77008189,28.40595065,0,43005,0,42499,0,43315,44729,44568
1671,7995464,-92.48221133,28.40560481,0,43014,41510,42954,0,43992,44140,43831
1672,7995464,-92.4824634,28.40551046,0,43014,41510,42954,0,43992,44140,43831
1673,7995464,-91.36663672,28.40486431,0,42588,42609,43527,42562,0,45023,46716
1674,7995464,-92.26842832,28.40478144,0,43123,0,43193,41726,44379,44296,0
1675,7995464,-92.49113359,28.40474913,0,43014,41510,42954,0,43992,44140,43831
1676,7995464,-92.12377222,28.40430556,0,42672,0,42735,41754,43918,44161,45138
1677,7995464,-92.781913,28.40343921,0,42817,41318,42979,41752,44255,43738,43537
1678,7995464,-92.50432679,28.40247561,0,43092,41551,43086,41706,44010,43984,0
1679,7995464,-92.51417036,28.40135713,0,43092,41551,43086,41706,44010,43984,0
1680,7995464,-91.32741747,28.40119489,0,42681,42394,43343,43001,0,45114,46532
1681,7995464,-91.33164604,28.39897038,0,42681,42394,43343,43001,0,45114,46532
1682,7995464,-92.56455,28.39756667,0,43095,41558,43124,0,43750,43872,0
1683,7995464,-92.68003333,28.39710262,0,43101,41496,42921,41546,43922,43691,41963
1684,7995464,-92.73818333,28.39583333,0,42938,0,42532,41731,44166,43822,43643
1685,7995464,-92.59254957,28.39437946,0,43020,41433,43080,41279,43596,43871,0
1686,7995464,-92.63313289,28.39412412,0,43020,41433,43080,41279,43596,43871,0
1687,7995464,-92.57588142,28.39328279,0,43095,41558,43124,0,43750,43872,0
1688,7995464,-92.6637603,28.39253743,0,43020,41433,43080,41279,43596,43871,0
1689,7995464,-93.85068333,28.3903,0,42991,42210,42933,42132,44248,43496,42325
1690,7995464,-93.66176667,28.39028333,0,43276,41856,42683,42082,44286,43575,42459
1691,7995464,-92.60018016,28.38865479,0,43020,41433,43080,41279,43596,43871,0
1692,7995464,-90.27782913,28.387824,0,0,43505,43767,41312,43664,47154,46982
1693,7995464,-93.41551667,28.38695,0,43143,41830,43298,41624,44157,43721,43324
1694,7995464,-90.33642546,28.38666532,0,42678,43144,44028,41483,0,47078,47308
1695,7995464,-90.33642546,28.38666532,0,42678,43144,44028,41483,0,47078,47308
1696,7995464,-90.66236667,28.38233333,0,0,43608,43415,42043,42869,46604,47143
1697,7995464,-93.6397,28.38166667,0,43276,41856,42683,42082,44286,43575,42459
1698,7995464,-93.61348684,28.37494828,0,43187,42023,42878,41300,44210,43509,41461
1699,7995464,-91.08805,28.37416667,0,43196,42575,42985,42625,44651,46245,46456
1700,7995464,-93.53086667,28.37348333,0,43222,42064,42944,0,44151,43491,42304
1701,7995464,-91.0562067,28.37222795,0,43409,42523,42884,42620,44410,46303,46112
1702,7995464,-94.09681936,28.36845457,0,43127,42211,42712,42123,44261,43245,42274
1703,7995464,-90.66403051,28.36692031,0,0,43108,43500,41935,41226,47239,47158
1704,7995464,-90.86597531,28.36196177,0,0,43448,42997,42347,42132,46684,46790
1705,7995464,-93.56702746,28.358237,0,43187,42023,42878,41300,44210,43509,41461
1706,7995464,-90.86549802,28.35545352,0,0,43448,42997,42347,42132,46684,46790
1707,7995464,-91.43512222,28.35401111,0,42940,42543,42775,41931,0,44827,45493
1708,7995464,-93.88011744,28.35021937,0,42898,42097,43055,42116,44386,43422,42127
1709,7995464,-91.07208333,28.34851667,0,43409,42523,42884,42620,44410,46303,46112
1710,7995464,-90.86315,28.34716667,0,0,43448,42997,42347,42132,46684,46790
1711,7995464,-90.67684794,28.34345194,0,0,43035,43461,41937,41433,46967,47134
1712,7995464,-94.10036667,28.33743333,0,43127,42211,42712,42123,44261,43245,42274
1713,7995464,-90.66745961,28.33434675,0,0,43035,43461,41937,41433,46967,47134
1714,7995464,-90.87542148,28.33377549,0,0,43399,43074,42212,42568,46407,46558
1715,7995464,-90.65382937,28.3305589,0,0,43097,43196,0,41530,47141,47171
1716,7995464,-90.95390237,28.32602998,0,43009,42903,43181,42558,43899,46453,46937
1717,7995464,-93.9771,28.32475,0,43075,42154,42583,41913,44305,42890,42104
1718,7995464,-90.5751939,28.32277359,0,0,42925,43319,0,41107,47326,47335
1719,7995464,-94.07725,28.32233333,0,42996,41991,42459,41935,44155,42588,42379
1720,7995464,-90.55656831,28.32194754,0,0,42925,43319,0,41107,47326,47335
1721,7995464,-90.59315,28.32136667,0,0,42925,43322,0,41433,47279,47292
1722,7995464,-91.07508889,28.31767778,0,42877,42974,42886,42713,44725,46370,45868
1723,7995464,-90.9232,28.31538333,0,43009,42903,43181,42558,43899,46453,46937
1724,7995464,-91.21515556,28.31255556,0,43210,42845,43044,42986,44557,45474,45442
1725,7995464,-91.21515556,28.31255556,0,43210,42845,43044,42986,44557,45474,45442
1726,7995464,-90.54241213,28.31139755,0,0,42925,43319,0,41107,47326,47335
1727,7995464,-90.4569662,28.31111923,0,0,42834,43542,0,42164,46200,47382
1728,7995464,-90.39838333,28.31036667,0,0,42851,43581,0,42383,46295,47065
1729,7995464,-90.47971884,28.31003772,0,0,42377,43414,0,41300,46218,47557
1730,7995464,-90.89455273,28.30748852,0,42667,43040,43247,42305,43519,46446,46791
1731,7995464,-90.88491953,28.29359635,0,42667,43040,43247,42305,43519,46446,46791
1732,7995464,-90.42088333,28.27668333,0,0,42895,43366,0,42367,46171,47211
1733,7995464,-90.42088333,28.27668333,0,0,42895,43366,0,42367,46171,47211
1734,7995464,-90.39866667,28.24796667,0,0,43062,43153,0,0,46150,46390
1735,7995464,-91.39442222,28.15673889,0,42904,42477,42972,41736,43179,44104,43259
1736,7995464,-91.28121111,28.04292778,0,43043,42747,42767,41760,42184,44368,43831
1737,7995464,-91.22436667,27.98756667,0,43474,42768,42785,0,42460,44108,44425
1738,7995464,-93.08015556,27.62072222,0,43038,41743,42753,42366,43544,0,41924
