FID_1,Field1,a_lat,a_lon,Identifyin,Date,Time,Waypoint,Inclinomet,Sighting_S,Observer,Vessel_Sig,Number_Ves,Vessel_Act,Direction_,Associated,Animal_Sig,Number_in_,Species,School_Siz,Behavior,Notes,Line,Notes_1,Notes_Off_,Inbound_Ou,GlareL_Cat,GlareR_Cat,Sun_penetr,Air_Temp_C,Wind_direc,Wind_Speed,Cloud_Cove,location_x,location_y,Id,date_1,time_1,cdom,dist2cdom,chloro,dist2chlor,oxy,dist2oxy,salt,dist2salt,temp,dist2temp,A2011175_c,A2011176_c,A2011177_c,A2011178_c,A2011179_c,A2011180_c,A2011181_c,A2011182_c,A2011175_s,A2011176_s,A2011177_s,A2011178_s,A2011179_s,A2011180_s,A2011181_s,A2011182_s,A2011175_t,A2011176_t,A2011177_t,A2011178_t,A2011179_t,A2011180_t,A2011181_t,A2011182_t,FID_2,centroidID,cent_x,cent_y
191,192,28.611,-91.338,550,6/27/2011,10:48:01,477,90,NA,NA,Shrimp Trawler,1,NA,NA,NA,NA,NA,NA,NA,NA,Circle of Shrimpers,NA,NA,Off effort,NA,3,1,NA,NA,NA,NA,1,-62.7264,-62.7264,550,6/27/2011,0.450011574,0.51,0.01254831,1.18,0.01254831,2.88,0.01254831,27.81,0.01254831,29.76,0.01254831,0,0,0,0,0,0,5.68614006,0,28.83034706,0,28.85975266,28.86405563,28.63240433,28.56140327,31.10956192,30.87934494,0,0,0,0,0,0,0.375880003,0,223,187,-91.42985,28.606875
201,202,28.619,-91.413,544,6/27/2011,10:46:02,471,90,NA,NA,Shrimp Trawler,1,NA,NA,NA,NA,NA,NA,NA,NA,Circle of Shrimpers,NA,NA,Off effort,NA,3,1,NA,NA,NA,NA,1,-62.7939,-62.79395,544,6/27/2011,0.448634259,0.49,0.01144733,1.17,0.01144733,3.04,0.01144733,28.23,0.01144733,29.78,0.01144733,0,0,0,0,0,0,4.888070107,0,28.89991379,0,28.59224129,29.23770905,28.81241798,29.37827682,31.09521866,31.11099625,0,0,0,0,0,0,0.327470005,0,223,188,-91.42985,28.606875
202,203,28.62,-91.341,160,6/25/2011,9:51:21,118,4,L,KC,Shrimp Trawler,3,Trawling,Unknown,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,I,1,3,1.5,22,SE,22,2,-62.7202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,189,-91.42985,28.606875
204,205,28.624,-91.527,1407,6/30/2011,12:33:01,598,5,R,CW,Shrimp Trawler,1,Transiting,WSW,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,I,2,2,NA,NA,NA,NA,1,-62.903,-62.9030407,1407,6/30/2011,0.522928241,0.39,0.0358754,1.17,0.0358754,3.29,0.0358754,30.22,0.0358754,29.61,0.0358754,0,0,0,0,10.49518967,0,1.49514997,0.622569978,28.82532692,0,28.73854828,29.04693794,29.02111816,29.07992744,29.57980537,30.81049347,0,0,0,0,0.693750024,0,0.133450001,0.079999998,223,190,-91.42985,28.606875
213,214,28.634,-91.412,543,6/27/2011,10:46:00,470,90,NA,NA,Shrimp Trawler,1,NA,NA,NA,NA,NA,NA,NA,NA,Circle of Shrimpers,NA,NA,Off effort,NA,3,1,NA,NA,NA,NA,1,-62.7786,-62.7786,543,6/27/2011,0.448611111,0.49,0.02496242,1.17,0.02496242,3.04,0.02496242,28.23,0.02496242,29.78,0.02496242,0,0,0,0,11.47612,0,3.943059921,0,28.78373146,0,28.68762779,29.06558418,29.04980659,28.31899452,30.84778976,31.13824844,0,0,0,0,0.760330021,0,0.272469997,0,223,191,-91.42985,28.606875
216,217,28.646,-91.407,542,6/27/2011,10:45:04,469,90,NA,NA,Shrimp Trawler,1,NA,NA,NA,NA,NA,NA,NA,NA,Circle of Shrimpers,NA,NA,Off effort,NA,3,1,NA,NA,NA,NA,1,-62.7612,-62.7612,542,6/27/2011,0.447962963,0.47,0.03671648,1.18,0.03671648,2.14,0.03671648,29.01,0.03671648,29.13,0.03671648,0,0,0,0,11.47612,0,3.943059921,0,28.78373146,0,28.68762779,29.06558418,29.04980659,28.31899452,30.84778976,31.13824844,0,0,0,0,0.760330021,0,0.272469997,0,223,192,-91.42985,28.606875
222,223,28.657,-91.396,541,6/27/2011,10:45:01,468,90,NA,NA,Shrimp Trawler,1,NA,NA,NA,NA,NA,NA,NA,NA,Circle of Shrimpers,NA,NA,Off effort,NA,3,1,NA,NA,NA,NA,1,-62.7394,-62.73945,541,6/27/2011,0.447928241,0.47,0.03338949,1.18,0.03338949,2.14,0.03338949,29.01,0.03338949,29.13,0.03338949,0,0,0,0,11.47612,0,3.943059921,0,28.78373146,0,28.68762779,29.06558418,29.04980659,28.31899452,30.84778976,31.13824844,0,0,0,0,0.760330021,0,0.272469997,0,223,193,-91.42985,28.606875
224,225,28.665,-91.381,162,6/25/2011,9:52:28,120,1,L,KC,Shrimp Trawler,1,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,I,1,3,1.5,22,SE,22,2,-62.7163,-62.71626612,162,6/25/2011,0.411435185,0.46,0.03460821,1.19,0.03460821,1.71,0.03460821,28.96,0.03460821,29.29,0.03460821,0,0,0,0,11.47612,0,3.943059921,0,28.78373146,0,28.68762779,29.06558418,29.04980659,28.31899452,30.84778976,31.13824844,0,0,0,0,0.760330021,0,0.272469997,0,223,194,-91.42985,28.606875
227,228,28.668,-91.517,1413,6/30/2011,12:34:04,603,6,R,CW,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,I,2,2,NA,NA,NA,NA,1,-62.8499,-62.84985969,1413,6/30/2011,0.523657407,0.35,0.03014333,1.15,0.03014333,2.7,0.03014333,30.87,0.03014333,28.95,0.03014333,0,1.772160053,0,0,16.3181591,0,3.292150021,0,28.77225494,0,29.0749073,29.14160538,29.13801956,0,30.13275528,31.46026611,0,0.154699996,0,0,1.130370021,0,0.235039994,0,223,195,-91.42985,28.606875
134,135,28.542,-91.162,1180,6/30/2011,9:14:01,380,6,R,CW,Shrimp Trawler,1,Transiting,W,NA,NA,NA,NA,NA,NA,NA,Z7,NA,NA,O,3,1,NA,NA,NA,NA,1,-62.6196,-62.61957793,1180,6/30/2011,0.384733796,0.39,0.02193864,1.17,0.02193864,2.78,0.02193864,30.67,0.02193864,29.51,0.02193864,0,0.971000016,0,0,0,0,0,0,29.2735672,0,28.91282463,29.19611168,28.52482605,29.46218681,0,31.40504074,0,0.110529996,0,0,0,0,0,0,224,196,-91.23228333,28.606875
139,140,28.546,-91.15,1179,6/30/2011,9:13:42,379,10,R,CW,Shrimp Trawler,1,Trawling,W,NA,NA,NA,NA,NA,NA,NA,Z7,NA,NA,O,3,1,NA,NA,NA,NA,1,-62.6036,-62.60356667,1179,6/30/2011,0.384513889,0.39,0.01182607,1.17,0.01182607,2.78,0.01182607,30.67,0.01182607,29.51,0.01182607,0,0.971000016,0,0,0,0,0,0,29.2735672,0,28.91282463,29.19611168,28.52482605,29.46218681,0,31.40504074,0,0.110529996,0,0,0,0,0,0,224,197,-91.23228333,28.606875
144,145,28.552,-91.199,502,6/27/2011,9:47:15,437/439,90,L,CW,Shrimp Trawler,2,Anchored,NA,NA,NA,NA,NA,NA,NA,"Assigned average lat, long, and time of 437 and 442, ships were anchored together",NA,NA,Off effort,NA,1,3,NA,NA,NA,NA,1,-62.6464,-62.6464,500,6/27/2011,0.4078125,0.41,0.01671049,1.17,0.01671049,3.24,0.01671049,30.01,0.01671049,29.73,0.01671049,0,0.697619975,0,0,0,0,0,0,28.99530029,0,29.09785843,28.84110451,28.59511185,29.52243042,0,31.38424301,0,0.092799999,0,0,0,0,0,0,224,198,-91.23228333,28.606875
145,146,28.552,-91.199,501,6/27/2011,9:47:15,437/439,90,L,CW,Shrimp Trawler,3,Anchored,NA,NA,NA,NA,NA,NA,NA,"Assigned average lat, long, and time of 437 and 441, ships were anchored together",NA,NA,Off effort,NA,1,3,NA,NA,NA,NA,1,-62.6464,-62.6464,500,6/27/2011,0.4078125,0.41,0.01671049,1.17,0.01671049,3.24,0.01671049,30.01,0.01671049,29.73,0.01671049,0,0.697619975,0,0,0,0,0,0,28.99530029,0,29.09785843,28.84110451,28.59511185,29.52243042,0,31.38424301,0,0.092799999,0,0,0,0,0,0,224,199,-91.23228333,28.606875
146,147,28.552,-91.199,504,6/27/2011,9:47:15,437/439,90,L,CW,Shrimp Trawler,3,Trawling,N,NA,NA,NA,NA,NA,NA,"Assigned average lat, long, and time of 437 and 444",NA,NA,Off effort,NA,1,3,NA,NA,NA,NA,1,-62.6464,-62.6464,500,6/27/2011,0.4078125,0.41,0.01671049,1.17,0.01671049,3.24,0.01671049,30.01,0.01671049,29.73,0.01671049,0,0.697619975,0,0,0,0,0,0,28.99530029,0,29.09785843,28.84110451,28.59511185,29.52243042,0,31.38424301,0,0.092799999,0,0,0,0,0,0,224,200,-91.23228333,28.606875
147,148,28.552,-91.199,500,6/27/2011,9:47:15,437/439,90,L,CW,Shrimp Trawler,1,Trawling,NW,15 associated dolphins,NA,NA,NA,NA,NA,"Assigned average lat, long, and time of 437 and 440",NA,NA,Off effort,NA,1,3,NA,NA,NA,NA,1,-62.6464,-62.6464,500,6/27/2011,0.4078125,0.41,0.01671049,1.17,0.01671049,3.24,0.01671049,30.01,0.01671049,29.73,0.01671049,0,0.697619975,0,0,0,0,0,0,28.99530029,0,29.09785843,28.84110451,28.59511185,29.52243042,0,31.38424301,0,0.092799999,0,0,0,0,0,0,224,201,-91.23228333,28.606875
148,149,28.552,-91.199,507,6/27/2011,9:47:15,437/439,90,L,CW,Shrimp Trawler,1,Trawling,E,NA,NA,NA,NA,NA,NA,"Assigned average lat, long, and time of 437 and 447",NA,NA,Off effort,NA,1,3,NA,NA,NA,NA,1,-62.6464,-62.6464,500,6/27/2011,0.4078125,0.41,0.01671049,1.17,0.01671049,3.24,0.01671049,30.01,0.01671049,29.73,0.01671049,0,0.697619975,0,0,0,0,0,0,28.99530029,0,29.09785843,28.84110451,28.59511185,29.52243042,0,31.38424301,0,0.092799999,0,0,0,0,0,0,224,202,-91.23228333,28.606875
149,150,28.552,-91.199,503,6/27/2011,9:47:15,437/439,90,L,CW,Shrimp Trawler,2,Trawling,N,NA,NA,NA,NA,NA,NA,"Assigned average lat, long, and time of 437 and 443",NA,NA,Off effort,NA,1,3,NA,NA,NA,NA,1,-62.6464,-62.6464,500,6/27/2011,0.4078125,0.41,0.01671049,1.17,0.01671049,3.24,0.01671049,30.01,0.01671049,29.73,0.01671049,0,0.697619975,0,0,0,0,0,0,28.99530029,0,29.09785843,28.84110451,28.59511185,29.52243042,0,31.38424301,0,0.092799999,0,0,0,0,0,0,224,203,-91.23228333,28.606875
150,151,28.552,-91.199,506,6/27/2011,9:47:15,437/439,90,L,CW,Shrimp Trawler,3,Anchored,NA,NA,NA,NA,NA,NA,NA,"Assigned average lat, long, and time of 437 and 446",NA,NA,Off effort,NA,1,3,NA,NA,NA,NA,1,-62.6464,-62.6464,500,6/27/2011,0.4078125,0.41,0.01671049,1.17,0.01671049,3.24,0.01671049,30.01,0.01671049,29.73,0.01671049,0,0.697619975,0,0,0,0,0,0,28.99530029,0,29.09785843,28.84110451,28.59511185,29.52243042,0,31.38424301,0,0.092799999,0,0,0,0,0,0,224,204,-91.23228333,28.606875
151,152,28.552,-91.199,509,6/27/2011,9:47:15,437/439,90,L,CW,Shrimp Trawler,1,Trawling,E,NA,NA,NA,NA,NA,NA,"Assigned average lat, long, and time of 437 and 449",NA,NA,Off effort,NA,1,3,NA,NA,NA,NA,1,-62.6464,-62.6464,500,6/27/2011,0.4078125,0.41,0.01671049,1.17,0.01671049,3.24,0.01671049,30.01,0.01671049,29.73,0.01671049,0,0.697619975,0,0,0,0,0,0,28.99530029,0,29.09785843,28.84110451,28.59511185,29.52243042,0,31.38424301,0,0.092799999,0,0,0,0,0,0,224,205,-91.23228333,28.606875
152,153,28.552,-91.199,505,6/27/2011,9:47:15,437/439,90,L,CW,Shrimp Trawler,1,Transiting,W,NA,NA,NA,NA,NA,NA,"Assigned average lat, long, and time of 437 and 445",NA,NA,Off effort,NA,1,3,NA,NA,NA,NA,1,-62.6464,-62.6464,500,6/27/2011,0.4078125,0.41,0.01671049,1.17,0.01671049,3.24,0.01671049,30.01,0.01671049,29.73,0.01671049,0,0.697619975,0,0,0,0,0,0,28.99530029,0,29.09785843,28.84110451,28.59511185,29.52243042,0,31.38424301,0,0.092799999,0,0,0,0,0,0,224,206,-91.23228333,28.606875
153,154,28.552,-91.199,499,6/27/2011,9:47:15,437/439,90,L,CW,Shrimp Trawler,1,Stationary,NA,NA,NA,NA,NA,NA,NA,"Assigned average lat, long, and time of 437 and 439",NA,NA,Off effort,NA,1,3,NA,NA,NA,NA,1,-62.6464,-62.6464,500,6/27/2011,0.4078125,0.41,0.01671049,1.17,0.01671049,3.24,0.01671049,30.01,0.01671049,29.73,0.01671049,0,0.697619975,0,0,0,0,0,0,28.99530029,0,29.09785843,28.84110451,28.59511185,29.52243042,0,31.38424301,0,0.092799999,0,0,0,0,0,0,224,207,-91.23228333,28.606875
154,155,28.552,-91.199,508,6/27/2011,9:47:15,437/439,90,L,CW,Shrimp Trawler,1,Transiting,NW,NA,NA,NA,NA,NA,NA,"Assigned average lat, long, and time of 437 and 448",NA,NA,Off effort,NA,1,3,NA,NA,NA,NA,1,-62.6464,-62.6464,500,6/27/2011,0.4078125,0.41,0.01671049,1.17,0.01671049,3.24,0.01671049,30.01,0.01671049,29.73,0.01671049,0,0.697619975,0,0,0,0,0,0,28.99530029,0,29.09785843,28.84110451,28.59511185,29.52243042,0,31.38424301,0,0.092799999,0,0,0,0,0,0,224,208,-91.23228333,28.606875
156,157,28.553,-91.278,511,6/27/2011,9:50:31,439,90,L,CW,Shrimp Trawler,NA,NA,NA,NA,NA,NA,NA,NA,NA,End of Shrimper School,NA,NA,Off effort,NA,1,3,NA,NA,NA,NA,1,-62.7256,-62.72558333,510,6/27/2011,0.410081019,0.36,0.01270211,1.16,0.01270211,3.36,0.01270211,31,0.01270211,29.65,0.01270211,0,0.661069989,0,0,0,0,5.843249798,1.356619954,29.05769539,0,29.11076736,29.0010376,28.55996895,29.42346001,30.35006332,31.38496017,0,0.088009998,0,0,0,0,0.38499999,0.158199996,224,209,-91.23228333,28.606875
157,158,28.553,-91.278,510,6/27/2011,9:50:31,439,90,L,CW,Shrimp Trawler,1,Trawling,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,Off effort,NA,1,3,NA,NA,NA,NA,1,-62.7256,-62.72558333,510,6/27/2011,0.410081019,0.36,0.01270211,1.16,0.01270211,3.36,0.01270211,31,0.01270211,29.65,0.01270211,0,0.661069989,0,0,0,0,5.843249798,1.356619954,29.05769539,0,29.11076736,29.0010376,28.55996895,29.42346001,30.35006332,31.38496017,0,0.088009998,0,0,0,0,0.38499999,0.158199996,224,210,-91.23228333,28.606875
165,166,28.565,-91.259,1197,6/30/2011,9:21:03,397,6,R,CW,Shrimp Trawler,1,Transiting,W,NA,NA,NA,NA,NA,NA,NA,Z8,NA,NA,I,1,3,NA,NA,NA,NA,1,-62.694,-62.69403109,1197,6/30/2011,0.389618056,0.36,0.03262811,1.16,0.03262811,3.36,0.03262811,31,0.03262811,29.65,0.03262811,0,0.661069989,0,0,0,0,5.843249798,1.356619954,29.05769539,0,29.11076736,29.0010376,28.55996895,29.42346001,30.35006332,31.38496017,0,0.088009998,0,0,0,0,0.38499999,0.158199996,224,211,-91.23228333,28.606875
166,167,28.566,-91.216,1182,6/30/2011,9:14:30,382,1,R,CW,Shrimp Trawler,1,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Z7,NA,NA,O,3,1,NA,NA,NA,NA,1,-62.6506,-62.65051656,1182,6/30/2011,0.385069444,0.41,0.02638031,1.17,0.02638031,3.24,0.02638031,30.01,0.02638031,29.73,0.02638031,0,0.661069989,0,0,0,0,5.843249798,1.356619954,29.05769539,0,29.11076736,29.0010376,28.55996895,29.42346001,30.35006332,31.38496017,0,0.088009998,0,0,0,0,0.38499999,0.158199996,224,212,-91.23228333,28.606875
169,170,28.572,-91.161,1178,6/30/2011,9:13:26,378,2,R,CW,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,Z7,NA,NA,O,3,1,NA,NA,NA,NA,1,-62.5886,-62.58860599,1178,6/30/2011,0.384328704,0.39,0.03801736,1.17,0.03801736,2.78,0.03801736,30.67,0.03801736,29.51,0.03801736,0,0.971000016,0,0,0,0,0,0,29.2735672,0,28.91282463,29.19611168,28.52482605,29.46218681,0,31.40504074,0,0.110529996,0,0,0,0,0,0,224,213,-91.23228333,28.606875
197,198,28.614,-91.273,1200,6/30/2011,9:22:42,400,6,R,CW,Shrimp Trawler,1,Trawling,NW,NA,NA,NA,NA,NA,NA,NA,Z8,NA,NA,I,1,3,NA,NA,NA,NA,1,-62.6591,-62.65913109,1200,6/30/2011,0.390763889,0.48,0.00796416,1.19,0.00796416,2.36,0.00796416,28.82,0.00796416,29.46,0.00796416,0,1.114230037,0,0,0,0,5.679639816,0,28.81098366,0,29.00534058,28.99099731,28.76795197,28.40218735,31.08302689,31.28885651,0,0.11733,0,0,0,0,0.376760006,0,224,214,-91.23228333,28.606875
203,204,28.623,-91.285,1201,6/30/2011,9:23:03,401,17,R,CW,Shrimp Trawler,1,Transiting,NW,NA,NA,NA,NA,NA,NA,NA,Z8,NA,NA,I,1,3,NA,NA,NA,NA,1,-62.662,-62.66193,1201,6/30/2011,0.391006944,0.48,0.01393476,1.19,0.01393476,2.36,0.01393476,28.82,0.01393476,29.46,0.01393476,0,1.114230037,0,0,0,0,5.679639816,0,28.81098366,0,29.00534058,28.99099731,28.76795197,28.40218735,31.08302689,31.28885651,0,0.11733,0,0,0,0,0.376760006,0,224,215,-91.23228333,28.606875
210,211,28.633,-91.321,1203,6/30/2011,9:23:36,403,3,L,LB,Shrimp Trawler,1,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,Z8,NA,NA,I,1,3,NA,NA,NA,NA,1,-62.6877,-62.68765746,1203,6/30/2011,0.391388889,0.51,0.03723203,1.18,0.03723203,2.88,0.03723203,27.81,0.03723203,29.76,0.03723203,0,0,0,0,5.545370102,0,5.221779823,0,28.90852165,0,29.18750572,29.04048347,29.17387962,28.77727509,31.24941254,30.93600082,0,0,0,0,0.366899997,0,0.347380012,0,224,216,-91.23228333,28.606875
214,215,28.636,-91.32,161,6/25/2011,9:52:07,119,9,L,KC,Shrimp Trawler,1,Trawling,ESE,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,I,1,3,1.5,22,SE,22,2,-62.6841,-62.68402889,161,6/25/2011,0.41119213,0.51,0.03966481,1.18,0.03966481,2.88,0.03966481,27.81,0.03966481,29.76,0.03966481,0,0,0,0,5.545370102,0,5.221779823,0,28.90852165,0,29.18750572,29.04048347,29.17387962,28.77727509,31.24941254,30.93600082,0,0,0,0,0.366899997,0,0.347380012,0,224,217,-91.23228333,28.606875
226,227,28.666,-91.323,1208,6/30/2011,9:24:41,408,4,L,LB,Shrimp Trawler,1,Trawling,W,NA,NA,NA,NA,NA,NA,NA,Z8,NA,NA,I,1,3,NA,NA,NA,NA,1,-62.657,-62.65705131,1208,6/30/2011,0.392141204,0.46,0.03082855,1.19,0.03082855,1.71,0.03082855,28.96,0.03082855,29.29,0.03082855,0,0,0,0,5.545370102,0,5.221779823,0,28.90852165,0,29.18750572,29.04048347,29.17387962,28.77727509,31.24941254,30.93600082,0,0,0,0,0.366899997,0,0.347380012,0,224,218,-91.23228333,28.606875
135,136,28.542,-91.108,497,6/27/2011,9:44:43,436,90,R,LB,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,Off effort at mark,NA,NA,Off effort,NA,1,3,NA,NA,NA,NA,1,-62.5657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,219,-91.03471667,28.606875
155,156,28.552,-91.12,498,6/27/2011,9:45:08,437,90,L,CW,Shrimp Trawler,NA,NA,NA,NA,NA,NA,NA,NA,NA,START of SHRIMPER school,NA,NA,Off effort,NA,1,3,NA,NA,NA,NA,1,-62.5672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,220,-91.03471667,28.606875
160,161,28.56,-91.133,1177,6/30/2011,9:13:01,377,9,R,CW,Shrimp Trawler,2,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,Z7,NA,NA,O,3,1,NA,NA,NA,NA,1,-62.5724,-62.57232347,1177,6/30/2011,0.384039352,0.39,0.02168658,1.17,0.02168658,2.78,0.02168658,30.67,0.02168658,29.51,0.02168658,0,0.971000016,0,0,0,0,0,0,29.2735672,0,28.91282463,29.19611168,28.52482605,29.46218681,0,31.40504074,0,0.110529996,0,0,0,0,0,0,225,221,-91.03471667,28.606875
164,165,28.564,-90.805,1137,6/30/2011,8:48:13,339,20,L,LB,Shrimp Trawler,1,Trawling,W,NA,NA,NA,NA,NA,NA,NA,Z6,NA,NA,I,1,3,NA,NA,NA,NA,2,-62.2412,-62.24117473,1137,6/30/2011,0.36681713,0.31,0.02817667,1.19,0.02817667,2.86,0.02817667,32.17,0.02817667,29.59,0.02817667,0,1.259570003,0,0,0,0,0,1.541470051,29.28217316,0,28.88628769,29.22336578,29.41628838,26.57982063,0,32.27785492,0,0.165069997,0,0,0,0,0,0.148399994,226,222,-90.83715,28.606875
170,171,28.574,-90.806,1139,6/30/2011,8:48:31,341,36,R,CW,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,Anchored to a rig,Z6,NA,NA,I,1,3,NA,NA,NA,NA,2,-62.2326,-62.23259994,1139,6/30/2011,0.367025463,0.31,0.03742017,1.19,0.03742017,2.86,0.03742017,32.17,0.03742017,29.59,0.03742017,0,1.259570003,0,0,0,0,0,1.541470051,29.28217316,0,28.88628769,29.22336578,29.41628838,26.57982063,0,32.27785492,0,0.165069997,0,0,0,0,0,0.148399994,226,223,-90.83715,28.606875
198,199,28.615,-90.454,88,6/25/2011,8:02:13,46,5,R,LB,Shrimp Trawler,1,Trawling,E,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,I,1,2,1.5,22,SE,17,3,-61.8389,-61.83894288,88,6/25/2011,0.334872685,0.31,0.01530093,1.16,0.01530093,0.78,0.01530093,30.83,0.01530093,29.6,0.01530093,0,1.275149941,0,0,0,0,6.21325016,0,29.35389328,0,28.88485336,29.82723427,29.16885948,28.93720818,32.53890991,31.5090332,0,0.145439997,0,0,0,0,0.409179986,0,228,224,-90.44201667,28.606875
218,219,28.648,-89.672,341,6/26/2011,10:59:54,290,5,L,CW,Shrimp Trawler,1,Trawling,W,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,O,2,1,NA,NA,NA,NA,1,-61.024,-61.02397719,341,6/26/2011,0.458263889,0.84,0.03193694,1.32,0.03193694,2.91,0.03193694,22.08,0.03193694,29.63,0.03193694,0,1.436949968,12.19933033,0,0,0,18.52732086,0,31.70482635,0,29.32950783,30.28694916,29.71320152,0,32.82004929,31.31682968,0,0.130280003,0.810599983,0,0,0,1.311800003,0,232,225,-89.65175,28.606875
219,220,28.652,-89.675,342,6/26/2011,10:59:56,291,9,L,CW,Shrimp Trawler,1,Trawling,W,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,O,2,1,NA,NA,NA,NA,1,-61.023,-61.02297391,342,6/26/2011,0.458287037,0.84,0.02804808,1.32,0.02804808,2.91,0.02804808,22.08,0.02804808,29.63,0.02804808,0,1.436949968,12.19933033,0,0,0,18.52732086,0,31.70482635,0,29.32950783,30.28694916,29.71320152,0,32.82004929,31.31682968,0,0.130280003,0.810599983,0,0,0,1.311800003,0,232,226,-89.65175,28.606875
223,224,28.658,-89.689,343,6/26/2011,11:00:14,292,30,R,LB,Shrimp Trawler,1,Trawling,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,1,1,NA,NA,NA,NA,1,-61.0309,-61.03089755,343,6/26/2011,0.45849537,0.84,0.02904074,1.32,0.02904074,2.91,0.02904074,22.08,0.02904074,29.63,0.02904074,0,1.436949968,12.19933033,0,0,0,18.52732086,0,31.70482635,0,29.32950783,30.28694916,29.71320152,0,32.82004929,31.31682968,0,0.130280003,0.810599983,0,0,0,1.311800003,0,232,227,-89.65175,28.606875
237,238,28.686,-92.964,727,6/28/2011,10:25:05,653,7,L,LB,Shrimp Trawler,1,Trawling,E,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,O,3,1,NA,NA,NA,NA,1,-64.2774,-64.27737957,727,6/28/2011,0.434085648,0.31,0.00739238,1.17,0.00739238,3.22,0.00739238,32,0.00739238,29.1,0.00739238,0,0,0,0,0,0,1.311089993,0,28.24010468,0,29.11865616,29.08351326,28.38784409,29.66371727,30.18152237,28.91784477,0,0,0,0,0,0,0.123070002,0,245,228,-93.01038333,28.738325
267,268,28.783,-93.064,1581,7/1/2011,9:51:30,141,1,R,LB,Shrimp Trawler,1,Transiting,E,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,O,3,1,NA,NA,NA,NA,1,-64.281,-64.28104902,1581,7/1/2011,0.410763889,0.32,0.04736949,1.17,0.04736949,3.36,0.04736949,31.73,0.04736949,29.1,0.04736949,0,0,0,0,0,0,2.163160086,0,0,0,29.03044128,29.27428436,28.50976563,29.5267334,30.20806122,29.42346001,0,0,0,0,0,0,0.171379998,0,245,229,-93.01038333,28.738325
270,271,28.794,-92.958,1579,7/1/2011,9:51:09,139,8,L,CW,Shrimp Trawler,1,Trawling,NW,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,O,3,1,NA,NA,NA,NA,1,-64.1636,-64.16360586,1579,7/1/2011,0.410520833,0.35,0.02594214,1.17,0.02594214,3.03,0.02594214,31.27,0.02594214,29.1,0.02594214,0,0,0,0,0,0,1.748440027,0,0,0,29.23627472,29.3495903,28.59726334,29.24846649,30.46409607,29.85520554,0,0,0,0,0,0,0.148090005,0,245,230,-93.01038333,28.738325
244,245,28.7,-92.645,1685,7/1/2011,11:15:00,237,27,L,CW,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.9449,-63.9449607,1685,7/1/2011,0.46875,0.3,0.04021651,1.17,0.04021651,3.33,0.04021651,32.1,0.04021651,29.14,0.04021651,0,0,0,0,0.654049993,0,0.663860023,0,27.85856247,0,29.01251221,28.88628769,28.51908875,29.37038803,30.28264618,29.62570572,0,0,0,0,0.082050003,0,0.082730003,0,247,231,-92.61525,28.738325
265,266,28.772,-92.628,671,6/28/2011,9:07:33,597,15,R,KC,Shrimp Trawler,1,Transiting,WNW,Unknown,NA,NA,NA,NA,NA,NA,17,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.8556,-63.85559139,671,6/28/2011,0.380243056,0.32,0.02873402,1.17,0.02873402,3.43,0.02873402,31.75,0.02873402,29.12,0.02873402,0,0,0,0,1.071349978,0,1.510419965,0,27.75026703,0,29.08207893,29.00534058,28.63025284,29.25492096,30.65343094,31.38496017,0,0,0,0,0.108960003,0,0.134560004,0,247,232,-92.61525,28.738325
