FID_1,Field1,a_lat,a_lon,Identifyin,Date,Time,Waypoint,Inclinomet,Sighting_S,Observer,Vessel_Sig,Number_Ves,Vessel_Act,Direction_,Associated,Animal_Sig,Number_in_,Species,School_Siz,Behavior,Notes,Line,Notes_1,Notes_Off_,Inbound_Ou,GlareL_Cat,GlareR_Cat,Sun_penetr,Air_Temp_C,Wind_direc,Wind_Speed,Cloud_Cove,location_x,location_y,Id,date_1,time_1,cdom,dist2cdom,chloro,dist2chlor,oxy,dist2oxy,salt,dist2salt,temp,dist2temp,A2011175_c,A2011176_c,A2011177_c,A2011178_c,A2011179_c,A2011180_c,A2011181_c,A2011182_c,A2011175_s,A2011176_s,A2011177_s,A2011178_s,A2011179_s,A2011180_s,A2011181_s,A2011182_s,A2011175_t,A2011176_t,A2011177_t,A2011178_t,A2011179_t,A2011180_t,A2011181_t,A2011182_t,FID_2,centroidID,cent_x,cent_y
498,499,29.29,-92.919,705,6/28/2011,10:06:04,631,6,L,LB,Shrimp Trawler,1,Trawling,N,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.6291,-63.62913154,705,6/28/2011,0.42087963,0.53,0.03525706,1.18,0.03525706,1.63,0.03525706,26.38,0.03525706,30.4,0.03525706,0,0,0,0,14.27787018,0,3.126620054,5.362569809,27.93028069,0,29.28504372,29.00749207,29.25922394,30.63550186,30.95465088,32.21689606,0,0,0,0,0.967429996,0,0.225580007,0.35837999,365,458,-93.01038333,29.264125
458,459,29.208,-92.426,663,6/28/2011,8:53:14,589,7,L,LB,Shrimp Trawler,1,Stationary,NA,No,NA,NA,NA,NA,NA,NA,17,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.218,-63.21792991,663,6/28/2011,0.370300926,0.83,0.0411695,1.36,0.0411695,2.03,0.0411695,22.25,0.0411695,29.82,0.0411695,0,5.577849865,0,0,21.41152954,0,15.73486042,9.950639725,28.31971169,0,29.48155212,29.84659958,29.65224075,31.4487915,31.98309326,32.74904633,0,0.369230002,0,0,1.565500021,0,1.081130028,0.651269972,368,459,-92.41768333,29.264125
460,461,29.218,-92.421,1664,7/1/2011,10:57:02,216,6,L,CW,Shrimp Trawler,1,Transiting,S,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.2028,-63.20280631,1664,7/1/2011,0.456273148,0.83,0.03029163,1.36,0.03029163,2.03,0.03029163,22.25,0.03029163,29.82,0.03029163,0,5.524990082,0,0,37.44744873,0,13.40452957,5.340819836,28.4072094,0,29.47868347,29.23986053,29.89464951,31.4566803,32.05839539,32.35316086,0,0.36559999,0,0,3.343019962,0,0.901030004,0.35484001,368,460,-92.41768333,29.264125
462,463,29.221,-92.349,1661,7/1/2011,10:56:04,214,1,L,CW,Shrimp Trawler,1,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.1279,-63.12788388,1661,7/1/2011,0.455601852,0.9,0.02678888,1.29,0.02678888,2.29,0.02678888,21.96,0.02678888,29.52,0.02678888,0,6.876880169,0,0,28.50934029,0,18.15464973,10.03213978,28.25731659,0,29.43206596,29.44999504,29.73400116,31.63167191,32.57620621,32.61780167,0,0.449030012,0,0,2.292819977,0,1.284579992,0.657079995,368,461,-92.41768333,29.264125
463,464,29.221,-92.349,1662,7/1/2011,10:56:04,214,1,L,CW,Shrimp Trawler,1,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.1279,-63.12788388,1661,7/1/2011,0.455601852,0.9,0.02678888,1.29,0.02678888,2.29,0.02678888,21.96,0.02678888,29.52,0.02678888,0,6.876880169,0,0,28.50934029,0,18.15464973,10.03213978,28.25731659,0,29.43206596,29.44999504,29.73400116,31.63167191,32.57620621,32.61780167,0,0.449030012,0,0,2.292819977,0,1.284579992,0.657079995,368,462,-92.41768333,29.264125
468,469,29.235,-92.398,1660,7/1/2011,10:56:04,214,3,L,CW,Shrimp Trawler,1,Transiting,S,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.1628,-63.16284216,1660,7/1/2011,0.455601852,0.83,0.00559917,1.36,0.00559917,2.03,0.00559917,22.25,0.00559917,29.82,0.00559917,0,6.038630009,0,0,39.3787384,0,14.49847984,8.824419975,28.30751991,0,29.52960205,0,29.86668015,31.60011673,32.19896698,32.65509415,0,0.39715001,0,0,3.515049934,0,0.983739972,0.575699985,368,463,-92.41768333,29.264125
469,470,29.237,-92.404,1659,7/1/2011,10:56:04,214,4,L,CW,Shrimp Trawler,1,Trawling,E,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.1672,-63.16721594,1659,7/1/2011,0.455601852,0.83,0.00511381,1.36,0.00511381,2.03,0.00511381,22.25,0.00511381,29.82,0.00511381,0,6.038630009,0,0,39.3787384,0,14.49847984,8.824419975,28.30751991,0,29.52960205,0,29.86668015,31.60011673,32.19896698,32.65509415,0,0.39715001,0,0,3.515049934,0,0.983739972,0.575699985,368,464,-92.41768333,29.264125
470,471,29.237,-92.338,1764,7/1/2011,12:03:00,312,1,L,CW,Shrimp Trawler,1,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,I,1,2,NA,NA,NA,NA,1,-63.1009,-63.10091915,1763,7/1/2011,0.502083333,0.9,0.00845289,1.29,0.00845289,2.29,0.00845289,21.96,0.00845289,29.52,0.00845289,0,6.876880169,0,0,28.50934029,0,18.15464973,10.03213978,28.25731659,0,29.43206596,29.44999504,29.73400116,31.63167191,32.57620621,32.61780167,0,0.449030012,0,0,2.292819977,0,1.284579992,0.657079995,368,465,-92.41768333,29.264125
471,472,29.237,-92.338,1763,7/1/2011,12:03:00,312,1,L,CW,Shrimp Trawler,1,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,I,1,2,NA,NA,NA,NA,1,-63.1009,-63.10091915,1763,7/1/2011,0.502083333,0.9,0.00845289,1.29,0.00845289,2.29,0.00845289,21.96,0.00845289,29.52,0.00845289,0,6.876880169,0,0,28.50934029,0,18.15464973,10.03213978,28.25731659,0,29.43206596,29.44999504,29.73400116,31.63167191,32.57620621,32.61780167,0,0.449030012,0,0,2.292819977,0,1.284579992,0.657079995,368,466,-92.41768333,29.264125
476,477,29.247,-92.447,1663,7/1/2011,10:56:04,215,3,R,LB,Shrimp Trawler,1,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.1998,-63.19980784,1663,7/1/2011,0.455601852,0.7,0.02394211,1.23,0.02394211,1.5,0.02394211,24.42,0.02394211,29.96,0.02394211,0,5.524990082,0,0,37.44744873,0,13.40452957,5.340819836,28.4072094,0,29.47868347,29.23986053,29.89464951,31.4566803,32.05839539,32.35316086,0,0.36559999,0,0,3.343019962,0,0.901030004,0.35484001,368,467,-92.41768333,29.264125
478,479,29.252,-92.403,662,6/28/2011,8:51:45,588,5,L,LB,Shrimp Trawler,1,Stationary,NA,No,NA,NA,NA,NA,NA,NA,17,NA,NA,O,3,1,NA,NA,NA,NA,2,-63.1509,-63.1509407,662,6/28/2011,0.369270833,0.83,0.01281283,1.36,0.01281283,2.03,0.01281283,22.25,0.01281283,29.82,0.01281283,0,5.727359772,0,0,29.74061966,0,22.79958916,8.996239662,28.63168716,0,29.61781693,0,29.72754669,31.55206299,32.61493301,32.38973618,0,0.377730012,0,0,2.381000042,0,1.75,0.586470008,368,468,-92.41768333,29.264125
480,481,29.253,-92.336,1656,7/1/2011,10:55:03,211,1,L,CW,Shrimp Trawler,1,Trawling,NE,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.0832,-63.08319383,1656,7/1/2011,0.454895833,0.9,0.0142273,1.29,0.0142273,2.29,0.0142273,21.96,0.0142273,29.52,0.0142273,0,7.477340221,0,0,0,0,79.95651245,9.885609627,28.42155266,0,29.77774811,29.17029381,29.85735703,31.49971008,32.83224106,32.23410797,0,0.486900002,0,0,0,0,6.191309929,0.647419989,368,469,-92.41768333,29.264125
484,485,29.264,-92.372,1656,7/1/2011,10:55:03,211,2,L,CW,Shrimp Trawler,1,Trawling,NE,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.1073,-63.1073126,1656,7/1/2011,0.454895833,0.83,0.03735634,1.36,0.03735634,2.03,0.03735634,22.25,0.03735634,29.82,0.03735634,0,7.477340221,0,0,0,0,79.95651245,9.885609627,28.42155266,0,29.77774811,29.17029381,29.85735703,31.49971008,32.83224106,32.23410797,0,0.486900002,0,0,0,0,6.191309929,0.647419989,368,470,-92.41768333,29.264125
486,487,29.268,-92.337,1521,7/1/2011,8:55:42,83,2,L,CW,Shrimp Trawler,1,Trawling,NW,NA,NA,NA,NA,NA,NA,NA,S7,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.0688,-63.06882807,1521,7/1/2011,0.372013889,0.9,0.02919105,1.29,0.02919105,2.29,0.02919105,21.96,0.02919105,29.52,0.02919105,0,7.477340221,0,0,0,0,79.95651245,9.885609627,28.42155266,0,29.77774811,29.17029381,29.85735703,31.49971008,32.83224106,32.23410797,0,0.486900002,0,0,0,0,6.191309929,0.647419989,368,471,-92.41768333,29.264125
487,488,29.27,-92.411,1657,7/1/2011,10:55:04,212,50,R,LB,Shrimp Trawler,1,Trawling,NW,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.1408,-63.1408063,1657,7/1/2011,0.454907407,0.83,0.03225568,1.36,0.03225568,2.03,0.03225568,22.25,0.03225568,29.82,0.03225568,0,5.727359772,0,0,29.74061966,0,22.79958916,8.996239662,28.63168716,0,29.61781693,0,29.72754669,31.55206299,32.61493301,32.38973618,0,0.377730012,0,0,2.381000042,0,1.75,0.586470008,368,472,-92.41768333,29.264125
488,489,29.27,-92.39,1656,7/1/2011,10:55:03,211,4,L,CW,Shrimp Trawler,1,Trawling,NE,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.1194,-63.11937932,1656,7/1/2011,0.454895833,0.83,0.03193268,1.36,0.03193268,2.03,0.03193268,22.25,0.03193268,29.82,0.03193268,0,5.727359772,0,0,29.74061966,0,22.79958916,8.996239662,28.63168716,0,29.61781693,0,29.72754669,31.55206299,32.61493301,32.38973618,0,0.377730012,0,0,2.381000042,0,1.75,0.586470008,368,473,-92.41768333,29.264125
494,495,29.283,-92.401,1525,7/1/2011,8:57:10,87,9,L,CW,Shrimp Trawler,1,Trawling,E,NA,NA,NA,NA,NA,NA,NA,S7,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.1185,-63.11849791,1525,7/1/2011,0.373032407,1.04,0.02727382,1.28,0.02727382,2.58,0.02727382,20.2,0.02727382,29.53,0.02727382,0,5.727359772,0,0,29.74061966,0,22.79958916,8.996239662,28.63168716,0,29.61781693,0,29.72754669,31.55206299,32.61493301,32.38973618,0,0.377730012,0,0,2.381000042,0,1.75,0.586470008,368,474,-92.41768333,29.264125
497,498,29.288,-92.387,1524,7/1/2011,8:56:50,86,19,L,CW,Shrimp Trawler,1,Trawling,NW,NA,NA,NA,NA,NA,NA,NA,S7,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.0985,-63.09850143,1524,7/1/2011,0.372800926,1.04,0.02523905,1.28,0.02523905,2.58,0.02523905,20.2,0.02523905,29.53,0.02523905,0,5.727359772,0,0,29.74061966,0,22.79958916,8.996239662,28.63168716,0,29.61781693,0,29.72754669,31.55206299,32.61493301,32.38973618,0,0.377730012,0,0,2.381000042,0,1.75,0.586470008,368,475,-92.41768333,29.264125
500,501,29.295,-92.401,1526,7/1/2011,8:57:20,88,11,R,LB,Shrimp Trawler,1,Transiting,W,NA,NA,NA,NA,NA,NA,NA,S7,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.106,-63.1059276,1526,7/1/2011,0.373148148,1.04,0.01509406,1.28,0.01509406,2.58,0.01509406,20.2,0.01509406,29.53,0.01509406,0,6.013949871,0,0,23.70273018,0,23.22654915,7.206359863,28.39716721,0,29.63216019,29.42489433,29.99362183,31.20279694,32.62927628,32.2140274,0,0.395200014,0,0,1.776139975,0,1.757769942,0.470380008,368,476,-92.41768333,29.264125
503,504,29.321,-92.357,1522,7/1/2011,8:55:48,84,4,R,LB,Shrimp Trawler,1,Trawling,NW,NA,NA,NA,NA,NA,NA,NA,S7,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.0362,-63.03613261,1522,7/1/2011,0.372083333,1.04,0.02945269,1.23,0.02945269,2.35,0.02945269,20.28,0.02945269,29.52,0.02945269,0,0,0,0,0,0,79.62322235,9.352519989,28.43589592,0,29.77846527,0,29.86452866,31.1411171,32.87383652,32.24486542,0,0,0,0,0,0,5.997950077,0.610660017,368,477,-92.41768333,29.264125
504,505,29.326,-92.479,1529,7/1/2011,8:59:40,91,4,L,CW,Shrimp Trawler,1,Trawling,W,NA,NA,NA,NA,NA,NA,NA,S8,NA,NA,I,1,3,NA,NA,NA,NA,1,-63.1531,-63.15310131,1529,7/1/2011,0.374768519,0.78,0.01808062,1.33,0.01808062,2.51,0.01808062,22.79,0.01808062,30.06,0.01808062,0,0,0,0,23.07434082,0,12.5232296,2.78215003,28.22719574,0,29.41413689,29.42059135,29.84803391,31.05361938,32.2491684,31.34479904,0,0,0,0,1.726019979,0,0.835600019,0.217449993,368,478,-92.41768333,29.264125
454,455,29.2,-92.263,1758,7/1/2011,12:02:00,309,11,L,CW,Shrimp Trawler,1,Transiting,N,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,I,1,2,NA,NA,NA,NA,1,-63.0622,-63.06225137,1758,7/1/2011,0.501388889,0.75,0.03049972,1.3,0.03049972,2.07,0.03049972,23.58,0.03049972,29.56,0.03049972,0,6.788829803,0,0,16.71118927,0,28.31312943,51.81713867,28.37278366,0,29.57693672,29.83010292,29.96923637,31.4330101,32.66513443,32.72968292,0,0.443500012,0,0,1.159800053,0,2.178499937,5.109429836,369,479,-92.22011667,29.264125
461,462,29.218,-92.257,1759,7/1/2011,12:02:03,310,17,L,CW,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,I,1,2,NA,NA,NA,NA,1,-63.0389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369,480,-92.22011667,29.264125
464,465,29.225,-92.263,1760,7/1/2011,12:02:05,311,7,L,CW,Shrimp Trawler,1,Trawling,E,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,I,1,2,NA,NA,NA,NA,1,-63.038,-63.03798111,1760,7/1/2011,0.501446759,0.91,0.01541297,1.25,0.01541297,1.88,0.01541297,21.92,0.01541297,29.46,0.01541297,0,7.759930134,0,0,0,0,84.37077332,23.78126907,28.62021255,0,29.85377121,29.71535301,30.13849258,31.74929047,32.95487976,32.5489502,0,0.505519986,0,0,0,0,6.400000095,1.827260017,369,481,-92.22011667,29.264125
466,467,29.231,-92.251,1762,7/1/2011,12:03:00,312,43,L,CW,Shrimp Trawler,1,Trawling,E,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,I,1,2,NA,NA,NA,NA,1,-63.0207,-63.02068058,1762,7/1/2011,0.502083333,0.91,0.01253725,1.25,0.01253725,1.88,0.01253725,21.92,0.01253725,29.46,0.01253725,0,7.759930134,0,0,0,0,84.37077332,23.78126907,28.62021255,0,29.85377121,29.71535301,30.13849258,31.74929047,32.95487976,32.5489502,0,0.505519986,0,0,0,0,6.400000095,1.827260017,369,482,-92.22011667,29.264125
467,468,29.232,-92.264,1761,7/1/2011,12:03:00,312,6,L,CW,Shrimp Trawler,1,Trawling,E,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,I,1,2,NA,NA,NA,NA,1,-63.0328,-63.03272971,1761,7/1/2011,0.502083333,0.91,0.00939669,1.25,0.00939669,1.88,0.00939669,21.92,0.00939669,29.46,0.00939669,0,7.759930134,0,0,0,0,84.37077332,23.78126907,28.62021255,0,29.85377121,29.71535301,30.13849258,31.74929047,32.95487976,32.5489502,0,0.505519986,0,0,0,0,6.400000095,1.827260017,369,483,-92.22011667,29.264125
472,473,29.238,-92.247,1765,7/1/2011,12:03:01,313,35,R,LB,Shrimp Trawler,1,Trawling,W,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,I,1,2,NA,NA,NA,NA,1,-63.0091,-63.00911162,1765,7/1/2011,0.502094907,0.91,0.01349191,1.25,0.01349191,1.88,0.01349191,21.92,0.01349191,29.46,0.01349191,0,6.683370113,0,0,0,0,0,52.17086029,28.66109276,0,29.77918243,29.09498978,30.49206543,31.78658295,33.32423019,32.91973495,0,0.436699986,0,0,0,0,0,5.082250118,369,484,-92.22011667,29.264125
481,482,29.258,-92.251,1766,7/1/2011,12:06:00,314,43,L,CW,Shrimp Trawler,1,Trawling,NE,NA,NA,NA,NA,NA,NA,NA,16,Broke effort for shrimp boats,Off effort,NA,1,2,NA,NA,NA,NA,1,-62.9931,-62.99305913,1766,7/1/2011,0.504166667,0.91,0.02019179,1.25,0.02019179,1.88,0.02019179,21.92,0.02019179,29.46,0.02019179,0,6.565609932,0,0,0,0,0,27.30668068,28.45023918,0,29.94987297,29.71105003,30.16574478,31.45883179,32.83224106,33.46910095,0,0.429650009,0,0,0,0,0,2.15512991,369,485,-92.22011667,29.264125
482,483,29.259,-92.237,1767,7/1/2011,12:06:01,315,7,R,LB,Shrimp Trawler,1,Transiting,W,NA,NA,NA,NA,NA,NA,NA,16,Broke effort for shrimp boats,Off effort,NA,1,2,NA,NA,NA,NA,1,-62.9782,-62.97815274,1767,7/1/2011,0.504178241,0.91,0.02972621,1.25,0.02972621,1.88,0.02972621,21.92,0.02972621,29.46,0.02972621,0,7.163219929,0,0,0,0,0,52.8024292,28.49972534,0,29.95489311,30.02589417,30.33858871,31.71988678,32.77629852,33.45117188,0,0.468679994,0,0,0,0,0,4.702000141,369,486,-92.22011667,29.264125
485,486,29.267,-92.285,651,6/28/2011,8:28:16,577,3,L,LB,Shrimp Trawler,1,Trawling,S,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,I,1,3,NA,NA,NA,NA,1,-63.018,-63.01800616,651,6/28/2011,0.352962963,0.91,0.03732,1.25,0.03732,1.88,0.03732,21.92,0.03732,29.46,0.03732,0,6.565609932,0,0,0,0,0,27.30668068,28.45023918,0,29.94987297,29.71105003,30.16574478,31.45883179,32.83224106,33.46910095,0,0.429650009,0,0,0,0,0,2.15512991,369,487,-92.22011667,29.264125
489,490,29.279,-92.214,1770,7/1/2011,12:07:00,317,5,R,LB,Shrimp Trawler,1,Transiting,S,NA,NA,NA,NA,NA,NA,NA,16,Broke effort for shrimp boats,Off effort,NA,1,2,NA,NA,NA,NA,1,-62.935,-62.93499425,1770,7/1/2011,0.504861111,0.99,0.03925385,1.28,0.03925385,2.27,0.03925385,20.4,0.03925385,29.7,0.03925385,0,7.163219929,0,0,0,0,0,52.8024292,28.49972534,0,29.95489311,30.02589417,30.33858871,31.71988678,32.77629852,33.45117188,0,0.468679994,0,0,0,0,0,4.702000141,369,488,-92.22011667,29.264125
492,493,29.28,-92.237,1769,7/1/2011,12:06:05,316,13,L,CW,Shrimp Trawler,1,Trawling,W,NA,NA,NA,NA,NA,NA,NA,16,Broke effort for shrimp boats,Off effort,NA,1,2,NA,NA,NA,NA,1,-62.9566,-62.95658482,1769,7/1/2011,0.504224537,1.02,0.03740225,1.24,0.03740225,2.31,0.03740225,20.4,0.03740225,29.61,0.03740225,0,7.163219929,0,0,0,0,0,52.8024292,28.49972534,0,29.95489311,30.02589417,30.33858871,31.71988678,32.77629852,33.45117188,0,0.468679994,0,0,0,0,0,4.702000141,369,489,-92.22011667,29.264125
495,496,29.283,-92.241,1768,7/1/2011,12:06:05,316,7,L,CW,Shrimp Trawler,1,Trawling,E,NA,NA,NA,NA,NA,NA,NA,16,Broke effort for shrimp boats,Off effort,NA,1,2,NA,NA,NA,NA,1,-62.9577,-62.95770114,1768,7/1/2011,0.504224537,1.02,0.03312187,1.24,0.03312187,2.31,0.03312187,20.4,0.03312187,29.61,0.03312187,0,7.163219929,0,0,0,0,0,52.8024292,28.49972534,0,29.95489311,30.02589417,30.33858871,31.71988678,32.77629852,33.45117188,0,0.468679994,0,0,0,0,0,4.702000141,369,490,-92.22011667,29.264125
455,456,29.2,-91.62,1514,7/1/2011,8:29:07,76,4,L,CW,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,S6,NA,NA,I,1,3,NA,NA,NA,NA,1,-62.4194,-62.41938465,1514,7/1/2011,0.353553241,1.25,0.03200593,1.27,0.03200593,0.61,0.03200593,10.15,0.03200593,29.61,0.03200593,0,0,0,0,0,0,0,25.66752052,28.92645073,0,29.7175045,30.18152237,30.82125473,32.93479538,33.39092636,32.86236191,0,0,0,0,0,0,0,2.344799995,372,491,-91.62741667,29.264125
465,466,29.225,-91.531,1513,7/1/2011,8:28:26,75,1,R,LB,Shrimp Trawler,1,Transiting,S,NA,NA,NA,NA,NA,NA,NA,S6,NA,NA,I,1,3,NA,NA,NA,NA,1,-62.3063,-62.30633431,1513,7/1/2011,0.353078704,1.4,0.03290062,1.24,0.03290062,1.22,0.03290062,10.84,0.06185225,29.68,0.03290062,0,0,0,0,0,0,0,0,29.46218681,0,29.49661255,30.33069992,30.71869659,0,0,32.60632706,0,0,0,0,0,0,0,0,372,492,-91.62741667,29.264125
473,474,29.242,-91.631,1001,6/29/2011,2:49:14,209,5,R,KC,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,I,1,1,NA,NA,NA,NA,1,-62.3889,-62.3889571,1001,6/29/2011,0.117523148,1.41,0.00269071,1.25,0.00269071,1.27,0.00269071,12.74,0.06873191,29.68,0.00269071,0,0,0,0,0,0,66.49289703,25.21834946,28.86262131,0,29.57406807,30.09115982,30.5315094,32.8975029,33.59962845,32.9168663,0,0,0,0,0,0,5.432519913,2.337199926,372,493,-91.62741667,29.264125
479,480,29.252,-91.633,1002,6/29/2011,2:49:29,210,9,R,KC,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,I,1,1,NA,NA,NA,NA,1,-62.381,-62.3810219,1002,6/29/2011,0.117696759,1.41,0.01221127,1.25,0.01221127,1.27,0.01221127,12.74,0.06815377,29.68,0.01221127,0,0,0,0,0,0,0,25.83061028,28.98884583,0,29.37182236,30.27977753,30.72228241,33.55874634,33.86283493,32.83080673,0,0,0,0,0,0,0,2.144129992,372,494,-91.62741667,29.264125
501,502,29.299,-91.625,613,6/27/2011,12:34:03,539,26,L,CW,Shrimp Trawler,1,Transiting,N,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,I,1,3,NA,NA,NA,NA,2,-62.3264,-62.3263673,613,6/27/2011,0.523645833,1.57,0.01231263,1.23,0.01231263,1.92,0.01231263,12.74,0.09518497,29.74,0.01231263,0,0,0,0,0,0,86.75861359,0,29.19396019,0,29.30799294,30.59032059,30.7516861,33.38303757,33.9646759,32.60847855,0,0,0,0,0,0,6.400000095,0,372,495,-91.62741667,29.264125
457,458,29.205,-89.588,315,6/26/2011,10:34:43,266,2,L,CW,Shrimp Trawler,1,Trawling,SE,No,NA,NA,NA,NA,NA,NA,2,NA,NA,I,1,2,NA,NA,NA,NA,1,-60.3823,-60.38224347,315,6/26/2011,0.440775463,2.02,0.03685192,1.32,0.03685192,1.11,0.03685192,10.25,0.03744105,28.87,0.03685192,0,13.25487041,0,0,0,0,20.92020988,31.50189018,31.59007645,0,30.04956055,30.81695175,31.74785614,30.99481201,31.92141342,33.95463562,0,0.889919996,0,0,0,0,1.519199967,2.603209972,382,496,-89.65175,29.264125
459,460,29.212,-89.566,316,6/26/2011,10:34:43,266,5,L,CW,Shrimp Trawler,1,Trawling,SE,NA,NA,NA,NA,NA,NA,At the end of the transect line,2,NA,NA,I,1,2,NA,NA,NA,NA,1,-60.3539,-60.35390712,316,6/26/2011,0.440775463,2.02,0.0442235,1.32,0.0442235,1.11,0.0442235,10.25,0.05408457,28.87,0.0442235,0,0,0,0,0,0,0,0,31.54202271,0,29.68236351,31.02565002,30.79256439,31.6962204,31.65677261,33.14493179,0,0,0,0,0,0,0,0,382,497,-89.65175,29.264125
474,475,29.242,-89.705,321,6/26/2011,10:39:04,271,5,R,LB,Shrimp Trawler,1,Trawling,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,2,2,NA,NA,NA,NA,1,-60.4632,-60.46323933,321,6/26/2011,0.443796296,1.91,0.03473933,1.4,0.03473933,0.42,0.03473933,10.22,0.07625664,28.97,0.03473933,0,18.14192963,0,0,0,0,0,21.3752594,31.50257874,0,30.52003479,31.32686996,31.68474197,31.48464966,32.36750412,33.23601532,0,1.285449982,0,0,0,0,0,1.560279965,382,498,-89.65175,29.264125
475,476,29.244,-89.605,318,6/26/2011,10:36:24,268,7,R,LB,Shrimp Trawler,1,Trawling,E,NA,NA,NA,NA,NA,NA,On the cross,NA,NA,NA,C,2,2,NA,NA,NA,NA,1,-60.3608,-60.36075401,318,6/26/2011,0.441944444,2.02,0.00666875,1.32,0.00666875,1.11,0.00666875,10.25,0.07449665,28.87,0.00666875,0,0,0,0,0,0,0,0,31.85615158,0,29.97425842,31.05003357,31.62736893,31.63740921,32.01177979,33.26972198,0,0,0,0,0,0,0,0,382,499,-89.65175,29.264125
477,478,29.249,-89.655,1008,6/30/2011,7:32:48,216,10,L,LB,Shrimp Trawler,1,Trawling,W,NA,NA,NA,NA,NA,NA,NA,Z1,NA,NA,O,3,1,NA,NA,NA,NA,3,-60.4058,-60.40578697,1008,6/30/2011,0.314444444,2.02,0.0175454,1.35,0.0175454,0.77,0.0175454,10.35,0.08076589,28.89,0.0175454,0,13.78252983,0,0,0,0,0,18.97805977,31.50831604,0,30.31492233,30.81623459,32.14302444,31.39284897,31.99815369,33.45690918,0,0.932500005,0,0,0,0,0,1.348999977,382,500,-89.65175,29.264125
483,484,29.26,-89.643,1007,6/30/2011,7:32:23,215,5,L,LB,Shrimp Trawler,1,Trawling,SE,NA,NA,NA,NA,NA,NA,NA,Z1,NA,NA,O,3,1,NA,29,SW,8,3,-60.3831,-60.383109,1007,6/30/2011,0.314155093,2.02,0.03353387,1.35,0.03353387,0.77,0.03353387,10.35,0.09386457,28.89,0.03353387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.39977646,0,0,0,0,0,0,0,0,382,501,-89.65175,29.264125
496,497,29.285,-89.678,10,6/24/2011,11:44:00,16,75,L,KC,Shrimp Trawler,1,Trawling,SE,NA,NA,NA,NA,NA,NA,NA,NA,On the cross,NA,C,2,2,NA,NA,NA,NA,3,-60.3931,-60.39307461,10,6/24/2011,11:44:00,2.02,0.04548445,1.35,0.04548445,0.77,0.04548445,10.22,0.06704445,28.89,0.04548445,0,13.98888016,0,0,0,0,0,0,30.91233444,0,30.12414932,30.86858749,31.43659592,0,31.49755859,32.91256332,0,0.944299996,0,0,0,0,0,0,382,502,-89.65175,29.264125
